Posicion;Largometraje;Nacionalidad;Distribuidora;Recaudación;Año;RelPib;Puntuacion;TasteInd
1;10;2;17;55163074,9;2014;24,22;0,297112844248009;7,00331352491154
1;34;3;10;50420212,36;2010;21,73;1,98459841594787;5,97495834679368
1;207;2;28;41009378,41;2012;18,18;0,556726009124911;4,62383475510598
1;257;2;25;31486085,89;2015;13,51;-1,64998589232875;3,3627860695308
1;311;3;24;28778510,78;2004;14,32;0,167306261809559;3,31774861647454
1;270;3;21;27897542,82;2006;12,29;0,556726009124911;2,55211191451818
1;323;3;4;22599561,77;2002;12,49;0,297112844248009;2,54085255125412
2;74;3;20;26732974,51;2006;11,78;-0,092306903067342;2,47704949275775
1;136;2;29;22827620,68;2003;12,01;-1,5201793098903;2,3794683444692
2;237;3;25;23996590,96;2015;10,3;-0,222113485505792;2,24060286421241
2;273;3;21;22169705,29;2003;11,67;1,20575892131716;2,10549050504364
1;351;2;25;26030151,93;2016;10,8;0,297112844248009;2,03418120437123
2;301;3;3;21857582,44;2012;9,69;-0,611533232821145;1,98163750913893
2;343;3;21;24874668,34;2010;10,72;1,33556550375561;1,9591187826108
3;192;3;25;21993812,55;2015;9,44;-0,092306903067342;1,89531572411444
3;20;3;21;22769133,43;2010;9,81;-0,222113485505792;1,89156260302642
2;150;6;29;19495262,4;2002;10,77;1,07595233887871;1,86904387649829
2;348;6;29;20549205,52;2004;10,22;0,42691942668646;1,84652514997016
2;226;3;25;21252545,15;2016;8,82;-0,871146397698045;1,8352657867061
1;102;3;21;24618756,56;2009;10,57;1,59517866863251;1,82025330235401
6;72;3;25;19529367,43;2015;8,38;-1,7797924747672;1,79773457582588
2;34;3;10;22983897,62;2009;9,86;0,816339174001812;1,69264718536129
3;312;3;25;22065328,58;2007;9,23;-0,741339815259595;1,66637533774514
3;168;3;10;21686200,92;2009;9,31;-0,092306903067342;1,64760973230503
4;329;3;21;21804042,75;2015;9,36;1,20575892131716;1,63635036904097
2;271;3;21;22774989,1;2007;9,53;0,42691942668646;1,5725473105446
5;92;3;21;21787682,41;2015;9,35;1,72498525107097;1,53876922075241
1;173;3;25;20859240,09;2008;8,58;-1,13075956257495;1,52750985748835
3;300;3;3;18943848,91;2011;8,27;-1,0009529801365;1,48622552552011
4;53;3;21;19019641,46;2003;10,01;1,33556550375561;1,45995367790396
4;108;3;3;19185912,65;2010;8,27;-1,0009529801365;1,45244743572792
1;259;2;28;24317951,82;2007;10,17;0,686532591563361;1,42992870919979
4;327;3;10;16789644,19;2002;9,28;-0,222113485505792;1,42992870919979
5;302;3;3;18810154,35;2009;8,07;-1,2605661450134;1,39239749831958
5;75;3;21;17276858,57;2003;9,09;-0,222113485505792;1,39239749831958
2;272;3;21;18950126,51;2011;8,28;-0,222113485505792;1,35111316635134
4;350;3;29;18652300,26;2004;9,28;0,946145756440262;1,28731010785498
1;340;2;28;19345503,32;2011;8,45;-1,2605661450134;1,26479138132685
3;167;3;10;19307960,91;2006;8,51;-0,092306903067342;1,24977889697476
1;328;3;10;18788480,0516;2005;8,82;0,686532591563361;1,19348208065444
6;229;3;29;16627931,48;2003;8,75;0,167306261809559;1,19348208065444
2;147;6;29;18502764,2999;2005;8,69;1,20575892131716;1,16721023303829
3;36;2;16;18016633,93;2012;7,99;-1,2605661450134;1,12217277998204
3;339;2;24;18157984,0733;2005;8,52;-1,39037272745185;1,11466653780599
3;222;2;29;19353426,59;2004;9,63;0,816339174001812;1,10716029562995
5;325;3;20;18289635,68;2007;7,65;-0,871146397698045;1,09965405345391
4;37;3;20;17626674,23;2011;7,7;0,167306261809559;1,06587596366172
3;52;3;21;17523161,9;2016;7,27;0,297112844248009;1,04711035822161
4;13;2;10;20405735,32;2009;8,76;0,42691942668646;1,01333226842942
4;142;3;24;16475936,63;2005;7,74;-0,481726650382693;0,998319784077331
6;244;3;21;15937546,59;2002;8,81;1,20575892131716;0,998319784077331
5;172;3;21;16915519,18;2004;8,42;1,07595233887871;0,94202296775701
4;204;3;21;16672073,69;2016;6,92;0,167306261809559;0,938269846668989
6;313;3;16;16055045,96;2010;6,92;-0,741339815259595;0,900738635788775
4;316;3;10;18449931,94;2007;7,72;0,42691942668646;0,893232393612732
6;149;6;29;16298400,46;2004;8,11;1,46537208619406;0,870713667084604
7;324;3;4;15591345,96;2004;7,76;0,167306261809559;0,855701182732518
7;169;3;10;15165086,9;2012;6,72;-0,481726650382693;0,844441819468454
9;95;3;10;14501959,4;2004;7,21;-0,481726650382693;0,765626276620005
6;224;3;21;16207817,23;2012;7,18;1,07595233887871;0,739354429003856
2;145;3;20;16254539,31;2008;6,69;-0,481726650382693;0,701823218123642
6;151;6;28;17227618,44;2007;7,21;1,07595233887871;0,698070097035621
7;5;3;20;14408233,69;2009;6,18;-1,2605661450134;0,683057612683535
5;260;6;28;16933578,89;2010;7,3;1,98459841594787;0,671798249419471
7;254;3;29;14024993,42;2002;7,75;0,816339174001812;0,671798249419471
6;27;3;20;15605231,61;2009;6,7;-0,092306903067342;0,66804512833145
9;275;3;20;13519327,1;2011;5,9;-1,39037272745185;0,664292007243428
8;369;3;10;14554622,29;2004;7,24;0,167306261809559;0,660538886155407
4;17;2;10;16489511,68;2006;7,26;-1,2605661450134;0,653032643979364
8;48;3;21;14716212,62;2012;6,52;0,167306261809559;0,653032643979364
5;153;6;28;15893965,53;2011;6,94;1,72498525107097;0,61550143309915
2;248;2;10;15902862,88;2014;6,98;-0,092306903067342;0,604242069835086
6;107;3;16;14085367,39;2011;6,15;-0,222113485505792;0,551698374602787
1;85;3;10;13777179,91;2013;6,12;0,297112844248009;0,514167163722573
5;264;3;24;13618065,765;2005;6,39;-0,611533232821145;0,514167163722573
8;9;3;10;12682960,145;2005;5,95;-1,2605661450134;0,461623468490274
8;128;6;28;12007008,4;2010;5,18;-1,2605661450134;0,45036410522621
7;6;3;28;15000977,29;2007;6,28;-0,092306903067342;0,446610984138188
5;290;3;10;14360338,53;2016;5,96;0,946145756440262;0,439104741962146
6;214;3;24;13598279,1499;2005;6,38;0,037499679371108;0,394067288905889
3;218;6;21;12527245,55;2014;5,5;0,556726009124911;0,382807925641825
7;261;3;10;14041225,09;2011;6,13;0,686532591563361;0,382807925641825
9;334;3;4;11483984,1;2003;6,04;-0,871146397698045;0,360289199113697
2;139;3;25;13078170,37;2013;5,81;0,556726009124911;0,352782956937654
8;170;3;10;12354356,38;2002;6,83;0,686532591563361;0,349029835849632
7;28;6;28;12859730,7;2016;5,34;0,816339174001812;0,34152359367359
7;124;3;25;13441604,24;2015;5,77;0,946145756440262;0,334017351497547
7;82;3;21;13359603,77;2005;6,27;0,167306261809559;0,330264230409526
8;148;6;28;13971647,58;2009;6;1,07595233887871;0,311498624969419
6;241;3;25;12176922,96;2008;5,01;-1,7797924747672;0,300239261705355
12;18;6;23;11089138,3465;2005;5,21;-1,2605661450134;0,296486140617333
12;233;3;4;10953644,96;2002;6,05;-0,611533232821145;0,285226777353269
8;114;3;21;13683334,96;2011;5,98;1,07595233887871;0,258954929737119
9;116;3;28;11141826,94;2016;4,62;-0,871146397698045;0,258954929737119
11;205;3;10;10720216,94;2003;5,64;-1,13075956257495;0,258954929737119
10;326;3;10;12608790,45;2005;5,92;-0,092306903067342;0,243942445385034
6;370;3;21;13665599,35;2016;5,67;1,46537208619406;0,236436203208991
11;305;3;21;10989614;2002;6,07;-0,222113485505792;0,225176839944927
4;220;3;25;13451570,31;2008;5,54;-0,222113485505792;0,225176839944927
4;143;3;16;11883891,85;2013;5,28;0,167306261809559;0,221423718856906
5;215;3;16;13088984,98;2008;5,39;-0,481726650382693;0,213917476680863
7;152;6;28;13129082,71;2010;5,66;1,20575892131716;0,195151871240756
4;21;3;10;12415674,94;2014;5,45;0,946145756440262;0,18013938688867
6;188;3;3;11360255,37;2014;4,99;0,037499679371108;0,168880023624606
9;262;2;21;12172898,07;2002;6,73;-0,351920067944243;0,157620660360543
3;196;3;25;13720895,09;2008;5,65;0,42691942668646;0,150114418184499
12;332;3;25;11051464,44;2012;4,9;-0,351920067944243;0,138855054920435
10;352;3;24;12000508,26;2002;6,63;1,46537208619406;0,135101933832414
10;230;3;29;10882604,37;2003;5,73;-0,222113485505792;0,131348812744393
13;41;3;28;9998320,71;2016;4,15;-1,13075956257495;0,127595691656371
12;292;6;21;10321676,61;2004;5,14;-0,611533232821145;0,12384257056835
8;356;3;21;12076545,76;2015;5,18;0,946145756440262;0,112583207304286
5;62;3;21;12580151,02;2006;5,54;0,037499679371108;0,112583207304286
9;251;3;10;12711395,15;2007;5,32;-0,222113485505792;0,108830086216264
10;63;3;21;10508944,66;2011;4,59;-1,0009529801365;0,105076965128243
8;286;3;21;14305704,98;2007;5,99;1,20575892131716;0,105076965128243
11;274;3;20;9500114,63;2013;4,22;-1,39037272745185;0,101323844040222
10;55;6;28;11936954,6;2012;5,29;1,33556550375561;0,0975707229522002
11;267;3;3;11651298,18;2004;5,8;0,42691942668646;0,0750519964240719
12;189;3;3;10807133,8;2015;4,64;0,037499679371108;0,0712988753360505
11;309;3;28;10148694,6;2010;4,37;-1,39037272745185;0,0600395120719864
13;238;3;10;10947292,39;2002;6,05;0,686532591563361;0,0562863909839647
10;296;6;25;10401327,72;2010;4,48;-0,481726650382693;0,052533269895944
11;165;3;20;10818733,3;2015;4,64;0,167306261809559;0,0487801488079223
6;243;3;21;11241002,08;2013;4,99;0,556726009124911;0,0450270277199009
11;164;3;20;11180427,38;2012;4,96;0,297112844248009;0,0450270277199009
10;51;6;23;10677615,35;2007;4,47;-1,0009529801365;0,0412739066318792
8;341;2;20;10592908,26;2014;4,65;-1,7797924747672;0,0300145433678154
22;162;3;11;6742782,29;2003;3,55;-4,24611754109776;0,0262614222797939
16;44;3;25;9580256,54;2012;4,25;-1,0009529801365;0,0112489379277086
14;43;3;23;9730024,01;2002;5,38;-0,481726650382693;0,0112489379277086
5;126;3;21;11408681,72;2013;5,07;0,946145756440262;0,00374269575166602
15;246;6;10;8680867,56;2002;4,8;-1,0009529801365;-0,0000104253363556182
13;317;6;20;10347804,56;2012;4,59;0,42691942668646;-0,00376354642437692
14;216;3;16;10283841,88;2012;4,56;-0,222113485505792;-0,0112697886004198
15;282;3;10;10100378,3;2012;4,48;-0,351920067944243;-0,0187760307764624
8;98;2;21;11617115,23;2003;6,11;-0,481726650382693;-0,0187760307764624
14;355;3;24;10032793,62;2004;4,99;-0,741339815259595;-0,0225291518644837
9;236;3;19;12620399,54;2005;5,93;1,46537208619406;-0,0300353940405267
10;31;2;16;10960609,63;2015;4,7;-1,13075956257495;-0,033788515128548
5;208;3;25;11930433,92;2014;5,24;1,72498525107097;-0,0375416362165692
13;47;3;21;10157009,52;2004;5,05;-0,481726650382693;-0,0450478783926122
15;225;3;28;9544528,47;2011;4,17;-1,0009529801365;-0,0525541205686549
10;89;3;28;12193845,65;2009;5,23;0,946145756440262;-0,0675666049207404
12;293;3;24;9976973,97;2003;5,25;-0,092306903067342;-0,0713197260087618
9;137;3;28;12777134,5;2009;5,48;1,59517866863251;-0,0900853314488683
9;333;2;28;12122051,24;2012;5,37;0,037499679371108;-0,0900853314488687
10;298;3;21;11065201,04;2016;4,59;1,07595233887871;-0,0975915736249114
17;131;3;10;8649444,88;2004;4,3;-1,7797924747672;-0,0975915736249114
12;280;3;21;10059931,37;2010;4,34;-0,481726650382693;-0,112604057976997
9;223;3;10;11051906,66;2015;4,74;1,33556550375561;-0,120110300153039
15;242;3;16;9893315,68;2009;4,25;-0,741339815259595;-0,135122784505125
10;181;3;21;9840603,67;2013;4,37;0,297112844248009;-0,142629026681168
11;329;3;21;10901021,33;2016;4,52;1,20575892131716;-0,14638214776919
10;80;3;3;10156558,06;2008;4,18;-1,0009529801365;-0,14638214776919
18;129;3;21;8470075,87;2009;3,64;-1,90959905720565;-0,157641511033253
11;330;3;16;10036340,81;2011;4,38;0,037499679371108;-0,157641511033253
16;304;3;21;8931166,07;2004;4,44;-1,13075956257495;-0,157641511033253
13;268;2;28;10450257,42;2015;4,49;-0,871146397698045;-0,161394632121275
9;14;3;3;10356253,28;2013;4,6;0,946145756440262;-0,172653995385339
9;331;3;28;9151877,87;2006;4,03;-1,5201793098903;-0,17640711647336
6;231;3;20;11774760,05;2006;5,19;0,946145756440262;-0,180160237561382
15;54;3;21;9646308,21;2004;4,8;-0,222113485505792;-0,187666479737424
8;187;3;3;10385738,34;2013;4,61;1,07595233887871;-0,191419600825446
8;265;2;14;12471763,65;2016;5,18;0,946145756440262;-0,191419600825446
18;12;3;20;6816073,97;2013;3,03;-2,0394056396441;-0,22895081170566
11;289;2;10;11978118,3783;2005;5,62;0,037499679371108;-0,22895081170566
12;90;3;10;10196741,9;2016;4,23;1,07595233887871;-0,232703932793681
19;202;6;28;6676585,64;2016;2,77;-1,39037272745185;-0,232703932793681
15;84;3;10;9333816,54;2010;4,02;-0,481726650382693;-0,232703932793681
14;58;3;21;9727322,43;2016;4,04;0,686532591563361;-0,236457053881702
20;16;3;16;7171709,55;2010;3,09;-2,42882538695945;-0,236457053881702
15;347;3;10;9098755,79;2016;3,78;0,167306261809559;-0,240210174969724
17;23;3;20;9056783,02;2012;4,01;-0,092306903067342;-0,240210174969724
9;140;3;25;10558117,14;2010;4,55;0,686532591563361;-0,243963296057745
13;69;3;21;8625615,7565;2005;4,05;-1,2605661450134;-0,251469538233788
7;103;3;20;10517035,45;2013;4,67;1,59517866863251;-0,258975780409831
15;288;2;25;8925095,76;2015;3,83;-1,64998589232875;-0,270235143673895
16;193;3;20;9093777,36;2010;3,92;-0,481726650382693;-0,270235143673895
14;4;3;28;8311567,1;2008;3,42;-1,90959905720565;-0,270235143673895
12;3;6;20;9081465,93;2008;3,74;-0,611533232821145;-0,270235143673895
19;117;3;24;8440998,3;2004;4,2;-1,0009529801365;-0,273988264761916
12;100;6;5;10025959,03;2011;4,38;1,33556550375561;-0,277741385849938
12;318;6;19;10604098,86;2009;4,55;1,33556550375561;-0,277741385849938
16;360;2;28;8188142,32;2016;3,4;-2,299018804521;-0,281494506937959
16;294;3;10;9104426,58;2011;3,98;-0,092306903067342;-0,28524762802598
13;199;3;3;9240692,83;2013;4,1;0,556726009124911;-0,289000749114002
14;122;3;25;9911858,52;2011;4,33;0,686532591563361;-0,292753870202023
13;367;3;10;9159270,82;2003;4,82;0,297112844248009;-0,304013233466087
17;65;6;21;7920192,26;2015;3,4;0,167306261809559;-0,304013233466087
8;364;3;10;9621459,02;2006;4,24;-0,351920067944243;-0,307766354554108
18;310;6;28;8630249,94;2012;3,83;0,556726009124911;-0,31151947564213
12;123;2;25;9438569,11;2013;4,19;-1,0009529801365;-0,315272596730151
17;26;3;10;7602678,26;2002;4,2;-1,13075956257495;-0,315272596730151
12;295;3;10;7978537,97;2014;3,5;-0,351920067944243;-0,319025717818173
13;73;3;10;10022757,65;2011;4,38;0,946145756440262;-0,319025717818173
19;322;6;20;7198615,9;2015;3,09;-0,351920067944243;-0,330285081082237
15;252;3;16;6748490,39;2014;2,96;-1,39037272745185;-0,33779132325828
13;115;3;10;7465172,22;2006;3,29;-2,16921222208255;-0,341544444346301
14;338;3;21;9354253,58;2010;4,03;0,167306261809559;-0,345297565434322
11;83;3;21;9562722,44;2008;3,94;-0,351920067944243;-0,352803807610365
21;49;6;24;7743596,4;2004;3,85;-0,611533232821145;-0,360310049786408
14;125;3;28;9199729,59;2015;3,95;1,07595233887871;-0,371569413050472
15;110;3;20;7900971,31;2013;3,51;-0,222113485505792;-0,371569413050472
20;93;3;10;8543318,52;2012;3,79;0,167306261809559;-0,371569413050472
13;278;2;5;9929692,82;2009;4,26;-1,2605661450134;-0,375322534138493
18;87;3;29;8498589,87;2004;4,23;-0,351920067944243;-0,375322534138493
14;68;3;11;8826513,06;2003;4,65;0,42691942668646;-0,390335018490579
17;203;3;20;8170120,26;2005;3,84;-0,871146397698045;-0,397841260666622
17;336;3;16;8515097,58;2011;3,72;0,037499679371108;-0,405347502842664
21;166;3;24;6896016,61;2003;3,63;-1,64998589232875;-0,405347502842664
21;210;3;25;7760614,91;2012;3,44;-0,351920067944243;-0,409100623930686
9;247;6;21;10559250,98;2008;4,35;1,46537208619406;-0,409100623930686
19;186;3;28;8579951,38;2012;3,8;0,42691942668646;-0,412853745018707
11;217;3;25;10915712,18;2009;4,68;1,72498525107097;-0,412853745018707
13;154;3;21;8850902,39;2008;3,64;-0,611533232821145;-0,42035998719475
16;15;2;20;8274058,79;2015;3,55;-1,39037272745185;-0,42035998719475
20;345;3;16;7711201,55;2011;3,37;-0,611533232821145;-0,42035998719475
17;25;3;24;7619455,12;2003;4,01;-0,741339815259595;-0,424113108282771
18;357;3;21;7726040,26;2015;3,32;0,037499679371108;-0,424113108282771
19;363;3;10;8381646,9;2009;3,6;-0,481726650382693;-0,424113108282771
25;319;6;28;6094767,02;2012;2,7;-1,13075956257495;-0,435372471546835
15;276;3;21;8332543,7131;2005;3,91;-0,481726650382693;-0,439125592634857
14;66;6;29;8353612,055;2005;3,92;0,167306261809559;-0,439125592634857
14;138;6;28;8060994,59;2013;3,58;0,946145756440262;-0,442878713722878
11;349;6;25;9752129,7;2007;4,08;0,946145756440262;-0,450384955898921
21;263;3;21;6429746,75;2013;2,86;-1,13075956257495;-0,454138076986942
18;197;3;16;8328604,71;2011;3,64;0,167306261809559;-0,457891198074964
21;368;3;4;6958819,96;2002;3,84;-1,0009529801365;-0,472903682427049
7;56;6;28;11027890,05;2008;4,54;2,24421158082477;-0,476656803515071
14;315;3;20;9908841,81;2009;4,25;1,20575892131716;-0,480409924603092
11;77;3;10;8759037,19;2014;3,85;1,33556550375561;-0,487916166779135
22;232;3;20;7271128,36;2012;3,22;-0,351920067944243;-0,491669287867156
16;227;3;10;8307057,69;2003;4,37;0,42691942668646;-0,495422408955177
18;7;3;28;6615029,06;2014;2,9;-0,611533232821145;-0,499175530043199
23;88;2;10;6305470,87;2016;2,62;-2,68843855183635;-0,506681772219242
16;106;3;24;7766139,07;2002;4,29;0,167306261809559;-0,514188014395284
21;29;3;21;7025756,58;2010;3,03;-1,0009529801365;-0,514188014395284
13;119;2;10;7812067,98;2014;3,43;-1,2605661450134;-0,521694256571327
20;8;3;10;7234846,81;2007;3,03;-1,5201793098903;-0,521694256571327
13;76;3;16;9403555,61;2010;4,05;1,20575892131716;-0,521694256571327
22;291;3;28;7230614,16;2011;3,16;-0,481726650382693;-0,525447377659348
18;297;3;10;7587976,3515;2005;3,56;-0,741339815259595;-0,525447377659348
12;39;3;25;9362481,14;2007;3,92;0,42691942668646;-0,532953619835391
17;19;3;10;7644093,22;2008;3,15;-1,0009529801365;-0,532953619835391
22;132;3;10;6576975,74;2006;2,9;-1,90959905720565;-0,532953619835391
16;195;3;24;8298102,42;2005;3,9;0,037499679371108;-0,536706740923413
8;362;3;21;10587650,33;2008;4,36;1,59517866863251;-0,540459862011434
17;354;3;21;8071844,56;2016;3,35;0,946145756440262;-0,540459862011434
18;353;6;25;7354184,62;2007;3,08;-0,611533232821145;-0,551719225275498
23;86;3;24;6720284,36;2003;3,54;-1,0009529801365;-0,551719225275498
19;104;3;4;7278073,13;2003;3,83;-0,351920067944243;-0,559225467451541
16;266;3;10;7084026,37;2006;3,12;-1,2605661450134;-0,566731709627584
25;45;3;16;5542552,7;2015;2,38;-1,13075956257495;-0,570484830715605
22;335;3;20;6983435,43;2009;3;-0,871146397698045;-0,581744193979669
23;105;6;25;5546188,41;2014;2,43;-0,481726650382693;-0,585497315067691
10;176;3;28;8876748,19;2014;3,9;1,98459841594787;-0,585497315067691
19;144;3;4;7190381;2002;3,97;-0,092306903067342;-0,585497315067691
18;1;3;25;7002916,72;2016;2,91;0,297112844248009;-0,589250436155712
23;206;3;21;5912413,91;2013;2,63;-0,871146397698045;-0,589250436155712
19;253;3;25;6558346,58;2013;2,91;-0,222113485505792;-0,596756678331755
23;221;3;29;6310196,55;2002;3,49;-1,0009529801365;-0,604262920507797
25;135;3;4;6647943,02;2004;3,31;-1,0009529801365;-0,608016041595819
23;118;6;25;6033897,16;2015;2,59;0,167306261809559;-0,608016041595819
16;35;3;10;6745939,31;2014;2,96;0,167306261809559;-0,615522283771861
20;279;3;28;6652861,76;2006;2,93;-1,39037272745185;-0,615522283771861
16;219;2;25;7869703,59;2013;3,49;-0,741339815259595;-0,623028525947904
20;101;3;21;7903256,7;2004;3,93;0,42691942668646;-0,626781647035926
22;159;3;10;6338879,81;2016;2,63;-0,092306903067342;-0,626781647035926
13;320;3;28;8748148,25;2007;3,66;0,42691942668646;-0,630534768123947
14;255;3;28;8062713,64;2007;3,37;-0,092306903067342;-0,645547252476033
18;11;3;24;7433068,79;2003;3,91;0,297112844248009;-0,645547252476033
11;2;6;20;8288433,02;2006;3,65;0,946145756440262;-0,645547252476033
19;22;3;20;6269337,99;2014;2,75;-0,092306903067342;-0,649300373564054
15;191;3;10;7853939,28;2007;3,29;-0,222113485505792;-0,653053494652075
24;249;3;20;6436769,67;2010;2,77;-0,741339815259595;-0,656806615740097
15;32;3;24;8359063,08;2003;4,4;1,46537208619406;-0,668065979004161
21;71;3;28;6352562,51;2016;2,64;0,167306261809559;-0,668065979004161
21;161;3;10;6492473,29;2015;2,79;0,297112844248009;-0,668065979004161
19;184;3;29;7385965,76;2005;3,47;-0,092306903067342;-0,675572221180204
24;321;2;10;6635295,96;2009;2,85;-2,5586319693979;-0,675572221180204
19;179;3;28;7694439,51;2010;3,32;0,556726009124911;-0,683078463356246
24;269;3;21;6285562,22;2002;3,47;-0,611533232821145;-0,683078463356246
20;337;3;21;6489706,38;2013;2,88;0,297112844248009;-0,701844068796353
23;359;3;10;7250221,62;2012;3,21;0,816339174001812;-0,701844068796353
25;146;3;21;6379403,77;2009;2,74;-0,741339815259595;-0,701844068796353
25;190;3;10;6702575,74;2008;2,76;-0,871146397698045;-0,705597189884374
23;42;3;25;6480393,74;2007;2,71;-1,13075956257495;-0,709350310972396
25;134;3;21;5520558,17;2011;2,41;-1,0009529801365;-0,713103432060417
22;163;3;10;7230049,9;2008;2,98;-0,351920067944243;-0,713103432060417
16;245;2;30;7706810,77;2008;3,17;-1,7797924747672;-0,724362795324481
21;113;3;25;7243051,19;2009;3,11;0,167306261809559;-0,724362795324481
24;256;3;29;6734128,2;2004;3,35;-0,222113485505792;-0,731869037500524
17;314;3;26;8675097,14;2010;3,74;1,72498525107097;-0,731869037500524
20;285;3;25;7421285,54;2008;3,05;-0,092306903067342;-0,731869037500524
17;344;3;25;7620865,62;2007;3,19;0,037499679371108;-0,735622158588546
24;133;3;20;5555586,99;2007;2,32;-1,7797924747672;-0,739375279676567
22;182;2;12;7362347,17;2004;3,66;-1,39037272745185;-0,743128400764588
20;130;3;13;7267809,1;2003;3,83;0,686532591563361;-0,743128400764588
20;283;3;10;6606666,76;2015;2,84;0,816339174001812;-0,743128400764588
21;155;3;20;6863447,4;2005;3,22;-0,222113485505792;-0,74688152185261
12;79;3;13;8226088,59;2006;3,62;0,816339174001812;-0,74688152185261
25;303;3;20;6121515,84;2010;2,64;-0,481726650382693;-0,750634642940631
22;175;3;24;6555699,5866;2005;3,08;-0,481726650382693;-0,750634642940631
25;120;3;28;6266808,2;2016;2,6;0,556726009124911;-0,754387764028652
14;141;3;21;7507623,87;2014;3,3;1,72498525107097;-0,765647127292717
15;81;2;28;8201220,76;2008;3,37;-1,13075956257495;-0,765647127292717
17;240;3;25;7044422,61;2006;3,1;-0,092306903067342;-0,780659611644802
20;57;3;10;7128484,86;2002;3,94;0,946145756440262;-0,780659611644802
22;299;3;21;6398214,8;2013;2,84;0,686532591563361;-0,784412732732824
7;361;2;28;10120241,88;2006;4,46;0,946145756440262;-0,791918974908866
19;112;3;21;7244062,77;2007;3,03;0,037499679371108;-0,795672095996888
22;239;3;16;6126549,07;2015;2,63;0,686532591563361;-0,799425217084909
20;40;6;29;7308897,47;2005;3,43;1,20575892131716;-0,806931459260952
17;365;3;10;6677513,42;2014;2,93;1,20575892131716;-0,810684580348973
24;178;3;16;6313869,54;2012;2,8;0,556726009124911;-0,810684580348973
20;70;2;10;6634694,12;2016;2,75;-0,611533232821145;-0,825697064701059
18;91;3;21;6893782,6;2006;3,04;0,037499679371108;-0,825697064701059
21;78;3;10;5804647,93;2014;2,55;0,556726009124911;-0,836956427965123
23;127;2;10;6863216,54;2009;2,95;-1,39037272745185;-0,844462670141166
25;211;6;24;6049934,32;2003;3,18;0,556726009124911;-0,851968912317208
24;59;3;16;5763040,4;2011;2,52;0,037499679371108;-0,85572203340523
10;174;3;28;8446844,54;2006;3,72;1,72498525107097;-0,870734517757315
25;185;3;3;6252337,83;2002;3,45;0,556726009124911;-0,897006365373465
18;180;3;20;7600470,02;2008;3,13;1,07595233887871;-0,91201884972555
21;342;3;20;7401640,19;2011;3,23;1,85479183350942;-0,91201884972555
21;46;2;7;6598611,19;2006;2,91;-1,5201793098903;-0,934537576253679
24;121;3;28;5898457,96;2013;2,62;1,07595233887871;-0,9382906973417
24;228;6;30;6140768,04;2005;2,88;0,816339174001812;-0,945796939517743
24;194;2;27;6277684,58;2016;2,6;-0,222113485505792;-0,953303181693786
23;366;3;10;5895791,49;2011;2,57;0,686532591563361;-0,953303181693786
18;213;2;29;7577326,14;2002;4,19;0,556726009124911;-0,957056302781807
23;209;2;19;7070792,63;2004;3,52;-0,481726650382693;-0,957056302781807
17;64;2;16;8723484,75;2009;3,74;0,946145756440262;-0,960809423869828
23;284;2;28;6766147,71;2010;2,92;-0,611533232821145;-0,960809423869828
20;33;3;10;7452263,37;2009;3,2;1,72498525107097;-0,968315666045871
24;61;2;21;6299854,29;2003;3,32;-1,0009529801365;-0,972068787133892
19;171;3;3;6692634,71;2006;2,95;0,686532591563361;-0,975821908221914
23;38;3;10;6275909,82;2005;2,95;0,556726009124911;-0,987081271485978
18;346;2;31;8464994,39;2010;3,65;1,07595233887871;-0,987081271485978
15;50;3;25;7156458,86;2006;3,15;1,20575892131716;-0,990834392573999
22;60;3;21;5634671,63;2014;2,47;1,33556550375561;-1,00584687692608
21;97;3;28;7086924,5;2007;2,97;1,07595233887871;-1,00584687692608
25;96;3;10;6351905,94;2006;2,8;0,556726009124911;-1,00959999801411
23;24;3;25;6900315,7;2008;2,84;1,07595233887871;-1,02085936127817
19;234;2;2;7926916,74;2011;3,46;1,07595233887871;-1,02461248236619
25;200;3;10;5224972,76;2014;2,29;1,07595233887871;-1,02836560345421
24;201;3;28;5278448,23;2014;2,32;1,20575892131716;-1,03962496671828
21;250;3;25;7240419,16;2008;2,98;1,59517866863251;-1,05839057215838
24;277;3;25;6358418,46;2006;2,8;0,946145756440262;-1,07715617759849
22;258;2;25;6867364,82;2010;2,96;0,167306261809559;-1,08466241977453
19;358;2;28;7459286,88;2008;3,07;0,167306261809559;-1,10718114630266
25;94;3;21;5264741,83;2007;2,2;0,167306261809559;-1,13345299391881
22;111;3;20;6689943,26;2007;2,8;1,46537208619406;-1,13720611500683
20;183;2;28;6126720,43;2014;2,69;0,686532591563361;-1,14471235718288
16;287;2;19;7748900,61;2007;3,24;0,686532591563361;-1,17098420479903
24;67;2;10;6830886,78;2008;2,81;0,297112844248009;-1,23103414220737
23;109;2;19;6499507,51;2006;2,86;0,686532591563361;-1,34738089593603
14;198;2;28;7156755,31;2006;3,15;1,33556550375561;-1,35113401702405
25;281;2;29;5983768,7866;2005;2,81;0,42691942668646;-1,35113401702405
